Model_name,input_size,exec_time,flops
DenseNet-264,"(224, 224, 3)",41.84463577,11881973992
DenseNet-264,"(240, 240, 3)",42.24621909,13388273896
DenseNet-264,"(256, 256, 3)",42.77711472,15483255097
DenseNet-264,"(299, 299, 3)",51.15644365,20071613704
DenseNet-264,"(320, 320, 3)",54.3678964,24126329749
DenseNet-264,"(331, 331, 3)",56.14141132,24688523221
DenseNet-264,"(448, 448, 3)",74.86470154,47174528821
DenseNet-264,"(480, 480, 3)",79.55438342,54137005624
DenseNet-264,"(568, 568, 3)",103.99376588,73833866488
DenseNet-264,"(600, 600, 3)",112.84718407,82487029173
DenseNet-264,"(800, 800, 3)",189.95702473,150171168424
DenseNet-264,"(896, 896, 3)",226.32802854,188344748137
DenseNet-264,"(1024, 1024, 3)",274.20103195,245965245817
Inception-v3,"(75, 75, 3)",15.00300901,455628875
Inception-v3,"(112, 112, 3)",15.53137397,1126834187
Inception-v3,"(128, 128, 3)",15.93264184,1516266859
Inception-v3,"(150, 150, 3)",16.40061718,2189719275
Inception-v3,"(224, 224, 3)",18.21672152,5735759851
Inception-v3,"(240, 240, 3)",19.52805137,6848925195
Inception-v3,"(256, 256, 3)",20.78718474,7763451243
Inception-v3,"(299, 299, 3)",23.69516795,11498653259
Inception-v3,"(320, 320, 3)",25.1749865,12750624619
Inception-v3,"(331, 331, 3)",26.06761193,14318615627
Inception-v3,"(448, 448, 3)",38.91307385,26452133739
Inception-v3,"(480, 480, 3)",40.9619643,30654003179
Inception-v3,"(568, 568, 3)",52.2618083,43422013547
Inception-v3,"(600, 600, 3)",56.27261181,48765785963
Inception-v3,"(800, 800, 3)",73.61796573,89755525099
Inception-v3,"(896, 896, 3)",88.21942801,113542620523
Inception-v3,"(1024, 1024, 3)",110.27951533,149607103851
DPN-92,"(32, 32, 3)",28.36909272,415920486
DPN-92,"(56, 56, 3)",29.14785282,1140751590
DPN-92,"(64, 64, 3)",29.48592721,1212344550
DPN-92,"(75, 75, 3)",31.58805727,1859425638
DPN-92,"(112, 112, 3)",33.29800202,3499450086
DPN-92,"(128, 128, 3)",33.90222335,4398040806
DPN-92,"(150, 150, 3)",37.63908697,6598330086
DPN-92,"(224, 224, 3)",47.77461831,13158705510
DPN-92,"(240, 240, 3)",51.34415278,15283738342
DPN-92,"(256, 256, 3)",52.72501882,17140825830
DPN-92,"(299, 299, 3)",63.62624363,24279009510
DPN-92,"(320, 320, 3)",66.41572423,26697914598
DPN-92,"(331, 331, 3)",67.66723591,29605604710
DPN-92,"(448, 448, 3)",99.92930345,52183484646
DPN-92,"(480, 480, 3)",104.69236293,59882250598
DPN-92,"(568, 568, 3)",141.37156215,85481725158
DPN-92,"(600, 600, 3)",151.37246701,95266105702
DPN-92,"(800, 800, 3)",239.16442389,166072125798
DPN-92,"(896, 896, 3)",297.35739043,208282601190
DPN-92,"(1024, 1024, 3)",376.69128549,271996526310
DPN-98,"(32, 32, 3)",47.44438896,722484678
DPN-98,"(56, 56, 3)",49.30983697,2009025222
DPN-98,"(64, 64, 3)",49.52418486,2152017222
DPN-98,"(75, 75, 3)",51.45613688,3297744678
DPN-98,"(112, 112, 3)",55.0484642,6232011078
DPN-98,"(128, 128, 3)",57.00293367,7870147398
DPN-98,"(150, 150, 3)",66.84759636,11782704006
DPN-98,"(224, 224, 3)",84.33618275,23595005382
DPN-98,"(240, 240, 3)",85.40845384,27357186374
DPN-98,"(256, 256, 3)",87.65688811,30742668102
DPN-98,"(299, 299, 3)",102.54437345,43500351654
DPN-98,"(320, 320, 3)",110.51482262,47897058630
DPN-98,"(331, 331, 3)",113.04886555,53055668006
DPN-98,"(448, 448, 3)",161.99207664,93642100038
DPN-98,"(480, 480, 3)",176.8765785,107460914630
DPN-98,"(568, 568, 3)",229.25616528,153272298182
DPN-98,"(600, 600, 3)",247.03821247,170826937158
DPN-98,"(800, 800, 3)",395.43192893,298065253830
DPN-98,"(896, 896, 3)",484.31411102,373830478662
DPN-98,"(1024, 1024, 3)",592.28892158,488193082182
MNASNet1.0,"(32, 32, 3)",1.96185559,23442589
MNASNet1.0,"(56, 56, 3)",2.07502513,57823069
MNASNet1.0,"(64, 64, 3)",2.1016707,61561309
MNASNet1.0,"(75, 75, 3)",2.24532698,102286189
MNASNet1.0,"(112, 112, 3)",2.52328791,185199229
MNASNet1.0,"(128, 128, 3)",2.67062099,214036189
MNASNet1.0,"(150, 150, 3)",3.01986721,317938461
MNASNet1.0,"(224, 224, 3)",4.32355746,633342109
MNASNet1.0,"(240, 240, 3)",4.59222216,764339325
MNASNet1.0,"(256, 256, 3)",4.8607869,823935709
MNASNet1.0,"(299, 299, 3)",6.04715856,1199960109
MNASNet1.0,"(320, 320, 3)",6.62791652,1281360349
MNASNet1.0,"(331, 331, 3)",6.76458719,1458420589
MNASNet1.0,"(448, 448, 3)",10.81180532,2501159389
MNASNet1.0,"(480, 480, 3)",11.8983084,2869640349
MNASNet1.0,"(568, 568, 3)",15.90877663,4091920221
MNASNet1.0,"(600, 600, 3)",17.28811351,4560057373
MNASNet1.0,"(800, 800, 3)",28.92261099,7952136349
MNASNet1.0,"(896, 896, 3)",36.23865433,9972428509
MNASNet1.0,"(1024, 1024, 3)",45.58555814,13021926109
MNASNet1.4,"(32, 32, 3)",3.07763444,42733213
MNASNet1.4,"(56, 56, 3)",3.23445743,108805933
MNASNet1.4,"(64, 64, 3)",3.2848325,115606813
MNASNet1.4,"(75, 75, 3)",3.4740078,194445685
MNASNet1.4,"(112, 112, 3)",3.93913659,353082373
MNASNet1.4,"(128, 128, 3)",4.10336342,407101213
MNASNet1.4,"(150, 150, 3)",4.56652161,606648109
MNASNet1.4,"(224, 224, 3)",6.43177811,1208710813
MNASNet1.4,"(240, 240, 3)",6.78085126,1461439877
MNASNet1.4,"(256, 256, 3)",7.15401,1573078813
MNASNet1.4,"(299, 299, 3)",9.10320342,2295484821
MNASNet1.4,"(320, 320, 3)",10.00849958,2447562013
MNASNet1.4,"(331, 331, 3)",10.13905721,2789962869
MNASNet1.4,"(448, 448, 3)",16.17367114,4779517213
MNASNet1.4,"(480, 480, 3)",17.79706382,5483962013
MNASNet1.4,"(568, 568, 3)",23.73514613,7823955757
MNASNet1.4,"(600, 600, 3)",25.77138628,8719103021
MNASNet1.4,"(800, 800, 3)",43.97785902,15200442013
MNASNet1.4,"(896, 896, 3)",54.93067071,19062742813
MNASNet1.4,"(1024, 1024, 3)",69.52874364,24892630813
DPN-107,"(32, 32, 3)",67.09209082,1094301468
DPN-107,"(56, 56, 3)",69.81314526,3074150556
DPN-107,"(64, 64, 3)",71.18606482,3335523996
DPN-107,"(75, 75, 3)",72.79058528,5098430364
DPN-107,"(112, 112, 3)",82.70241935,9689552028
DPN-107,"(128, 128, 3)",82.86528553,12300414108
DPN-107,"(150, 150, 3)",94.08651697,18338828316
DPN-107,"(224, 224, 3)",121.52554747,36953861916
DPN-107,"(240, 240, 3)",123.62054096,42764192924
DPN-107,"(256, 256, 3)",126.30829805,48159974556
DPN-107,"(299, 299, 3)",149.19865681,68042488604
DPN-107,"(320, 320, 3)",164.64392227,75054644892
DPN-107,"(331, 331, 3)",164.91709971,83011090332
DPN-107,"(448, 448, 3)",239.07068694,146773765788
DPN-107,"(480, 480, 3)",264.2005576,168438916892
DPN-107,"(568, 568, 3)",341.38694251,239907500188
DPN-107,"(600, 600, 3)",368.44551024,267409845532
DPN-107,"(800, 800, 3)",582.6967578,467268587292
DPN-107,"(896, 896, 3)",736.78204949,586053381276
DPN-137,"(64, 64, 3)",65.01588172,2931922310
DPN-137,"(75, 75, 3)",65.66426786,4468833926
DPN-137,"(112, 112, 3)",71.82671055,8479280006
DPN-137,"(128, 128, 3)",73.79038859,10777965446
DPN-137,"(150, 150, 3)",89.83310294,16167020294
DPN-137,"(224, 224, 3)",103.11886012,32354584070
DPN-137,"(240, 240, 3)",111.26319525,37411521414
DPN-137,"(256, 256, 3)",113.98535133,42162137990
DPN-137,"(299, 299, 3)",133.34269057,59543374342
DPN-137,"(320, 320, 3)",149.55939739,65700267398
DPN-137,"(331, 331, 3)",151.74607638,72641861254
DPN-137,"(448, 448, 3)",208.65295439,128468612486
DPN-137,"(480, 480, 3)",236.34751669,147429883398
DPN-137,"(568, 568, 3)",306.70261843,210363824006
DPN-137,"(600, 600, 3)",331.85061187,234455319558
DPN-137,"(800, 800, 3)",520.85920278,408964654598
DPN-137,"(896, 896, 3)",650.25162627,512924726150
