Model_name,input_size,exec_time,flops
ShuffleNet0.5-v1,"(800, 800, 3)",12.91932525,3606069062
ShuffleNet0.5-v1,"(896, 896, 3)",15.90038529,4522664630
ShuffleNet0.5-v1,"(1024, 1024, 3)",19.85660616,5906205110
ShuffleNet0.5-v1,"(1200, 1200, 3)",26.99155548,8151350654
ShuffleNet0.5-v1,"(1600, 1600, 3)",47.31736222,14414979062
ShuffleNet0.5-v1,"(1792, 1792, 3)",59.63639306,18081361334
ShuffleNet0.5-v1,"(2400, 2400, 3)",106.39332432,32429829062
ShuffleNet1.0-v1,"(32, 32, 3)",2.34605073,32215946
ShuffleNet1.0-v1,"(56, 56, 3)",2.46938338,92753618
ShuffleNet1.0-v1,"(64, 64, 3)",2.49510802,99152618
ShuffleNet1.0-v1,"(75, 75, 3)",2.55830058,160861874
ShuffleNet1.0-v1,"(112, 112, 3)",2.75001845,299574266
ShuffleNet1.0-v1,"(128, 128, 3)",2.92599835,366899306
ShuffleNet1.0-v1,"(150, 150, 3)",3.26685102,550876226
ShuffleNet1.0-v1,"(224, 224, 3)",4.45713126,1103202698
ShuffleNet1.0-v1,"(240, 240, 3)",4.84371438,1298747642
ShuffleNet1.0-v1,"(256, 256, 3)",5.07204257,1437886058
ShuffleNet1.0-v1,"(299, 299, 3)",5.97674477,2064221906
ShuffleNet1.0-v1,"(320, 320, 3)",6.95041082,2241126122
ShuffleNet1.0-v1,"(331, 331, 3)",7.13147427,2514628274
ShuffleNet1.0-v1,"(448, 448, 3)",11.07493006,4383099626
ShuffleNet1.0-v1,"(480, 480, 3)",11.88458917,5030154122
ShuffleNet1.0-v1,"(568, 568, 3)",15.68287695,7178060498
ShuffleNet1.0-v1,"(600, 600, 3)",17.07104532,8000199986
ShuffleNet1.0-v1,"(800, 800, 3)",28.19972268,13955043722
ShuffleNet1.0-v1,"(896, 896, 3)",36.41976497,17502687338
ShuffleNet1.0-v1,"(1024, 1024, 3)",45.99190948,22857621098
ShuffleNet1.0-v1,"(1200, 1200, 3)",63.35021571,31551016442
ShuffleNet1.0-v1,"(1600, 1600, 3)",106.6316616,55790463722
ShuffleNet1.0-v1,"(1792, 1792, 3)",133.6026545,69981038186
ShuffleNet1.0-v1,"(2400, 2400, 3)",239.37651573,125516163722
ShuffleNet1.5-v1,"(32, 32, 3)",4.08835892,70062542
ShuffleNet1.5-v1,"(56, 56, 3)",4.21538697,204958970
ShuffleNet1.5-v1,"(64, 64, 3)",4.25541393,218989790
ShuffleNet1.5-v1,"(75, 75, 3)",4.29442012,356638922
ShuffleNet1.5-v1,"(112, 112, 3)",4.71796077,665188982
ShuffleNet1.5-v1,"(128, 128, 3)",4.82422475,814698782
ShuffleNet1.5-v1,"(150, 150, 3)",5.63125225,1224706850
ShuffleNet1.5-v1,"(224, 224, 3)",7.73457733,2452898510
ShuffleNet1.5-v1,"(240, 240, 3)",7.85947255,2888547830
ShuffleNet1.5-v1,"(256, 256, 3)",8.13053161,3197534750
ShuffleNet1.5-v1,"(299, 299, 3)",10.25068739,4592364794
ShuffleNet1.5-v1,"(320, 320, 3)",11.57753406,4984661726
ShuffleNet1.5-v1,"(331, 331, 3)",11.64361279,5594607818
ShuffleNet1.5-v1,"(448, 448, 3)",19.18443791,9750333662
ShuffleNet1.5-v1,"(480, 480, 3)",20.71594743,11189963726
ShuffleNet1.5-v1,"(568, 568, 3)",27.65927,15970802426
ShuffleNet1.5-v1,"(600, 600, 3)",30.02198941,17800088714
ShuffleNet1.5-v1,"(800, 800, 3)",49.72384626,31046930126
ShuffleNet1.5-v1,"(896, 896, 3)",61.73897678,38940074270
ShuffleNet1.5-v1,"(1024, 1024, 3)",77.81319276,50854254110
ShuffleNet1.5-v1,"(1200, 1200, 3)",107.32104131,70199003510
ShuffleNet1.5-v1,"(1600, 1600, 3)",190.10686164,124126460126
ShuffleNet1.5-v1,"(1792, 1792, 3)",242.63978095,155699036702
ShuffleNet1.5-v1,"(2400, 2400, 3)",426.84716697,279259010126
ShuffleNet2.0-v1,"(32, 32, 3)",7.29150169,122403602
ShuffleNet2.0-v1,"(56, 56, 3)",7.29563627,361052066
ShuffleNet2.0-v1,"(64, 64, 3)",7.47898655,385669586
ShuffleNet2.0-v1,"(75, 75, 3)",7.57670143,629315426
ShuffleNet2.0-v1,"(112, 112, 3)",8.04957619,1174690802
ShuffleNet2.0-v1,"(128, 128, 3)",8.37964793,1438733522
ShuffleNet2.0-v1,"(150, 150, 3)",9.66145027,2164134530
ShuffleNet2.0-v1,"(224, 224, 3)",12.95844218,4334659346
ShuffleNet2.0-v1,"(240, 240, 3)",13.41129709,5105300978
ShuffleNet2.0-v1,"(256, 256, 3)",13.53686946,5650989266
ShuffleNet2.0-v1,"(299, 299, 3)",16.78585542,8117864354
ShuffleNet2.0-v1,"(320, 320, 3)",19.11701304,8810181074
ShuffleNet2.0-v1,"(331, 331, 3)",19.33594479,9889699682
ShuffleNet2.0-v1,"(448, 448, 3)",29.97741226,17234692562
ShuffleNet2.0-v1,"(480, 480, 3)",33.312465,19779597074
ShuffleNet2.0-v1,"(568, 568, 3)",44.10766902,28232687522
ShuffleNet2.0-v1,"(600, 600, 3)",47.09447065,31466505314
ShuffleNet2.0-v1,"(800, 800, 3)",75.70300305,54881728274
ShuffleNet2.0-v1,"(896, 896, 3)",94.00563893,68834825426
ShuffleNet2.0-v1,"(1024, 1024, 3)",118.10318993,89896104146
ShuffleNet2.0-v1,"(1200, 1200, 3)",162.56141125,124095311858
ShuffleNet2.0-v1,"(1600, 1600, 3)",288.22622494,219422968274
ShuffleNet2.0-v1,"(1792, 1792, 3)",366.84836175,275235356882
ShuffleNet2.0-v1,"(2400, 2400, 3)",642.64360173,493658368274
ShuffleNet0.5-v2,"(32, 32, 3)",1.26600963,12241003
ShuffleNet0.5-v2,"(56, 56, 3)",1.39638225,27680227
ShuffleNet0.5-v2,"(64, 64, 3)",1.45373468,29138467
ShuffleNet0.5-v2,"(75, 75, 3)",1.46861861,46699749
ShuffleNet0.5-v2,"(112, 112, 3)",1.48341044,82492903
ShuffleNet0.5-v2,"(128, 128, 3)",1.55961243,96728323
ShuffleNet0.5-v2,"(150, 150, 3)",1.81206236,143531443
ShuffleNet0.5-v2,"(224, 224, 3)",2.42271847,282600427
ShuffleNet0.5-v2,"(240, 240, 3)",2.51988157,337667879
ShuffleNet0.5-v2,"(256, 256, 3)",2.75077055,367087747
ShuffleNet0.5-v2,"(299, 299, 3)",3.23066917,532218573
ShuffleNet0.5-v2,"(320, 320, 3)",3.56348635,569857315
ShuffleNet0.5-v2,"(331, 331, 3)",3.66968494,646638309
ShuffleNet0.5-v2,"(448, 448, 3)",5.54284664,1110576163
ShuffleNet0.5-v2,"(480, 480, 3)",6.20429829,1273918315
ShuffleNet0.5-v2,"(568, 568, 3)",7.83761163,1817632739
ShuffleNet0.5-v2,"(600, 600, 3)",8.70273436,2025257067
ShuffleNet0.5-v2,"(800, 800, 3)",14.48465497,3526913515
ShuffleNet0.5-v2,"(896, 896, 3)",17.98794923,4422479107
ShuffleNet0.5-v2,"(1024, 1024, 3)",21.04124956,5774276227
ShuffleNet0.5-v2,"(1200, 1200, 3)",28.51668355,7996617959
ShuffleNet0.5-v2,"(1600, 1600, 3)",49.84230138,14087828515
ShuffleNet0.5-v2,"(1792, 1792, 3)",62.37690146,17670090883
ShuffleNet0.5-v2,"(2400, 2400, 3)",110.78473893,31689353515
ShuffleNet1.0-v2,"(32, 32, 3)",2.49885213,31950513
ShuffleNet1.0-v2,"(56, 56, 3)",2.63775631,86254641
ShuffleNet1.0-v2,"(64, 64, 3)",2.66960406,91600161
ShuffleNet1.0-v2,"(75, 75, 3)",2.74471644,150738885
ShuffleNet1.0-v2,"(112, 112, 3)",2.97986836,275864553
ShuffleNet1.0-v2,"(128, 128, 3)",3.14843165,330198753
ShuffleNet1.0-v2,"(150, 150, 3)",3.45379551,495053649
ShuffleNet1.0-v2,"(224, 224, 3)",4.7070051,986344881
ShuffleNet1.0-v2,"(240, 240, 3)",4.96719106,1172302441
ShuffleNet1.0-v2,"(256, 256, 3)",5.18530436,1284593121
ShuffleNet1.0-v2,"(299, 299, 3)",6.61690962,1857446293
ShuffleNet1.0-v2,"(320, 320, 3)",7.06245005,2000388897
ShuffleNet1.0-v2,"(331, 331, 3)",7.0860808,2260327365
ShuffleNet1.0-v2,"(448, 448, 3)",11.93752194,3909177633
ShuffleNet1.0-v2,"(480, 480, 3)",13.33037525,4485790897
ShuffleNet1.0-v2,"(568, 568, 3)",17.34929316,6403268657
ShuffleNet1.0-v2,"(600, 600, 3)",17.57624022,7136096705
ShuffleNet1.0-v2,"(800, 800, 3)",29.5812477,12439077297
ShuffleNet1.0-v2,"(896, 896, 3)",37.75062273,15600508641
ShuffleNet1.0-v2,"(1024, 1024, 3)",46.03576168,20372480481
ShuffleNet1.0-v2,"(1200, 1200, 3)",63.30639886,28176466921
ShuffleNet1.0-v2,"(1600, 1600, 3)",110.13164384,49720107297
ShuffleNet1.0-v2,"(1792, 1792, 3)",138.13225024,62365832673
ShuffleNet1.0-v2,"(2400, 2400, 3)",246.8130518,111855157297
ShuffleNet2.0-v2,"(32, 32, 3)",7.10694839,106084621
ShuffleNet2.0-v2,"(56, 56, 3)",7.10871109,308404813
ShuffleNet2.0-v2,"(64, 64, 3)",7.28018963,328812013
ShuffleNet2.0-v2,"(75, 75, 3)",7.43361024,543169461
ShuffleNet2.0-v2,"(112, 112, 3)",8.02377337,1007599741
ShuffleNet2.0-v2,"(128, 128, 3)",8.17030814,1219721581
ShuffleNet2.0-v2,"(150, 150, 3)",9.24545329,1834453645
ShuffleNet2.0-v2,"(224, 224, 3)",12.6190496,3669722893
ShuffleNet2.0-v2,"(240, 240, 3)",13.16386477,4344974717
ShuffleNet2.0-v2,"(256, 256, 3)",13.33040957,4783359853
ShuffleNet2.0-v2,"(299, 299, 3)",15.65312851,6899542869
ShuffleNet2.0-v2,"(320, 320, 3)",17.90604469,7456088557
ShuffleNet2.0-v2,"(331, 331, 3)",18.31219922,8401535925
ShuffleNet2.0-v2,"(448, 448, 3)",28.94075485,14583365101
ShuffleNet2.0-v2,"(480, 480, 3)",31.74518492,16736396557
ShuffleNet2.0-v2,"(568, 568, 3)",41.85072763,23891851853
ShuffleNet2.0-v2,"(600, 600, 3)",45.38938366,26627939181
ShuffleNet2.0-v2,"(800, 800, 3)",75.43889535,46433382157
ShuffleNet2.0-v2,"(896, 896, 3)",93.68896064,58237933933
ShuffleNet2.0-v2,"(1024, 1024, 3)",117.55071842,76056125293
ShuffleNet2.0-v2,"(1200, 1200, 3)",161.10816296,105102600317
ShuffleNet2.0-v2,"(1600, 1600, 3)",282.36299635,185638002157
ShuffleNet2.0-v2,"(1792, 1792, 3)",352.62524065,232856209261
ShuffleNet2.0-v2,"(2400, 2400, 3)",637.94816346,417645702157
EfficientNet-B0,"(32, 32, 3)",3.17106914,30296740
EfficientNet-B0,"(56, 56, 3)",3.3754063,73222204
EfficientNet-B0,"(64, 64, 3)",3.39176069,78007684
EfficientNet-B0,"(75, 75, 3)",3.77124979,125756716
EfficientNet-B0,"(112, 112, 3)",4.11393652,228573940
EfficientNet-B0,"(128, 128, 3)",4.39812937,268851460
EfficientNet-B0,"(150, 150, 3)",4.98256281,398541820
EfficientNet-B0,"(224, 224, 3)",7.0634508,793671844
EfficientNet-B0,"(240, 240, 3)",7.61614526,948986356
EfficientNet-B0,"(256, 256, 3)",8.04741861,1032226564
EfficientNet-B0,"(299, 299, 3)",10.00758009,1491393100
EfficientNet-B0,"(320, 320, 3)",10.88723893,1604757892
EfficientNet-B0,"(331, 331, 3)",11.26292832,1813713196
EfficientNet-B0,"(448, 448, 3)",17.8468575,3131508100
EfficientNet-B0,"(480, 480, 3)",19.79507597,3592713892
EfficientNet-B0,"(568, 568, 3)",26.56924615,5121553468
EfficientNet-B0,"(600, 600, 3)",28.89689608,5707436188
EfficientNet-B0,"(800, 800, 3)",48.47442848,9954173092
EfficientNet-B0,"(896, 896, 3)",60.40215181,12482853124
EfficientNet-B0,"(1024, 1024, 3)",76.99659688,16299728644
EfficientNet-B0,"(1200, 1200, 3)",105.60907401,22573800436
EfficientNet-B0,"(1600, 1600, 3)",185.86827952,39773513092
EfficientNet-B1,"(32, 32, 3)",4.77277255,43867822
EfficientNet-B1,"(56, 56, 3)",5.10251999,107587582
EfficientNet-B1,"(64, 64, 3)",5.22170193,114384142
EfficientNet-B1,"(75, 75, 3)",5.55952507,187914814
EfficientNet-B1,"(112, 112, 3)",6.15846474,340596382
EfficientNet-B1,"(128, 128, 3)",6.51962792,396449422
EfficientNet-B1,"(150, 150, 3)",7.43486718,589191806
EfficientNet-B1,"(224, 224, 3)",10.18424196,1172128942
EfficientNet-B1,"(240, 240, 3)",10.97669895,1409280926
EfficientNet-B1,"(256, 256, 3)",11.59688095,1524710542
EfficientNet-B1,"(299, 299, 3)",14.46640425,2213927390
EfficientNet-B1,"(320, 320, 3)",15.59907956,2370906382
EfficientNet-B1,"(331, 331, 3)",16.27024422,2691401278
EfficientNet-B1,"(448, 448, 3)",25.41938479,4627428622
EfficientNet-B1,"(480, 480, 3)",28.10101338,5309086382
EfficientNet-B1,"(568, 568, 3)",37.78009994,7571331070
EfficientNet-B1,"(600, 600, 3)",40.69369282,8437407518
EfficientNet-B1,"(800, 800, 3)",68.49672113,14711262382
EfficientNet-B1,"(896, 896, 3)",84.95275745,18448627342
EfficientNet-B1,"(1024, 1024, 3)",108.18783822,24089932942
EfficientNet-B1,"(1200, 1200, 3)",148.67832309,33399963806
EfficientNet-B1,"(1600, 1600, 3)",261.23409348,58783962382
EfficientNet-B2,"(32, 32, 3)",5.33969679,50814930
EfficientNet-B2,"(56, 56, 3)",5.68151222,124735986
EfficientNet-B2,"(64, 64, 3)",5.77738113,132279906
EfficientNet-B2,"(75, 75, 3)",6.18627342,218400818
EfficientNet-B2,"(112, 112, 3)",6.93386249,394571970
EfficientNet-B2,"(128, 128, 3)",7.27251381,458139810
EfficientNet-B2,"(150, 150, 3)",8.08363652,681785026
EfficientNet-B2,"(224, 224, 3)",11.11783013,1354254546
EfficientNet-B2,"(240, 240, 3)",11.7950173,1630205890
EfficientNet-B2,"(256, 256, 3)",12.52974002,1761579426
EfficientNet-B2,"(299, 299, 3)",15.45047502,2562121666
EfficientNet-B2,"(320, 320, 3)",16.96013962,2739159138
EfficientNet-B2,"(331, 331, 3)",17.54181841,3114178866
EfficientNet-B2,"(448, 448, 3)",27.20937357,5346038370
EfficientNet-B2,"(480, 480, 3)",29.84334757,6133533138
EfficientNet-B2,"(568, 568, 3)",40.24225588,8749958642
EfficientNet-B2,"(600, 600, 3)",43.4640298,9750669922
EfficientNet-B2,"(800, 800, 3)",72.74220094,16995529938
EfficientNet-B2,"(896, 896, 3)",90.77331129,21313173666
EfficientNet-B2,"(1024, 1024, 3)",114.80924271,27830371746
EfficientNet-B4,"(32, 32, 3)",10.93135104,110320914
EfficientNet-B4,"(56, 56, 3)",11.46962513,280344426
EfficientNet-B4,"(64, 64, 3)",11.96162478,295821186
EfficientNet-B4,"(75, 75, 3)",12.03523517,490171106
EfficientNet-B4,"(112, 112, 3)",13.51135899,890312994
EfficientNet-B4,"(128, 128, 3)",13.95952771,1037822274
EfficientNet-B4,"(150, 150, 3)",15.48336552,1551858378
EfficientNet-B4,"(224, 224, 3)",20.63664259,3078325266
EfficientNet-B4,"(240, 240, 3)",22.0248122,3700974114
EfficientNet-B4,"(256, 256, 3)",23.07015855,4005826626
EfficientNet-B4,"(299, 299, 3)",28.97252348,5822582610
EfficientNet-B4,"(320, 320, 3)",31.22155237,6231829890
EfficientNet-B4,"(331, 331, 3)",32.43131545,7079023074
EfficientNet-B4,"(448, 448, 3)",49.84585771,12167838594
EfficientNet-B4,"(480, 480, 3)",54.83805602,13961007890
EfficientNet-B4,"(568, 568, 3)",73.75431791,19934971754
EfficientNet-B4,"(600, 600, 3)",79.68222893,22214554170
EfficientNet-B4,"(800, 800, 3)",134.24224115,38694377490
EfficientNet-B4,"(896, 896, 3)",167.58218595,48525891906
MNASNet0.35,"(32, 32, 3)",0.87583587,4576477
MNASNet0.35,"(56, 56, 3)",0.88274545,10158685
MNASNet0.35,"(64, 64, 3)",0.93117526,11045965
MNASNet0.35,"(75, 75, 3)",0.9332991,17179645
MNASNet0.35,"(112, 112, 3)",1.07152312,31158157
MNASNet0.35,"(128, 128, 3)",1.08595191,36923917
MNASNet0.35,"(150, 150, 3)",1.29442969,53754861
MNASNet0.35,"(224, 224, 3)",1.72457877,108088285
MNASNet0.35,"(240, 240, 3)",1.84438704,128519821
MNASNet0.35,"(256, 256, 3)",1.94389409,140435725
MNASNet0.35,"(299, 299, 3)",2.50626939,201450221
MNASNet0.35,"(320, 320, 3)",2.74523498,218069581
MNASNet0.35,"(331, 331, 3)",2.91165995,245026557
MNASNet0.35,"(448, 448, 3)",4.56727478,425093197
MNASNet0.35,"(480, 480, 3)",5.09173428,487631581
MNASNet0.35,"(568, 568, 3)",6.58364484,692665949
MNASNet0.35,"(600, 600, 3)",7.08707849,771983085
MNASNet0.35,"(800, 800, 3)",11.58967261,1350229981
MNASNet0.35,"(896, 896, 3)",14.32979423,1693112845
MNASNet0.35,"(1024, 1024, 3)",18.1016891,2210671885
MNASNet0.35,"(1200, 1200, 3)",24.809441,3058358221
MNASNet0.35,"(1600, 1600, 3)",43.84484895,5393659981
MNASNet0.5,"(32, 32, 3)",1.00574552,7947261
MNASNet0.5,"(56, 56, 3)",1.09609243,18358989
MNASNet0.5,"(64, 64, 3)",1.12020896,19917789
MNASNet0.5,"(75, 75, 3)",1.15334819,31803981
MNASNet0.5,"(112, 112, 3)",1.34503071,57749661
MNASNet0.5,"(128, 128, 3)",1.42141439,67799901
MNASNet0.5,"(150, 150, 3)",1.5936868,99388013
MNASNet0.5,"(224, 224, 3)",2.37795347,199475709
MNASNet0.5,"(240, 240, 3)",2.60723918,238557853
MNASNet0.5,"(256, 256, 3)",2.74684076,259328349
MNASNet0.5,"(299, 299, 3)",3.40623245,374155053
MNASNet0.5,"(320, 320, 3)",3.73882778,402974685
MNASNet0.5,"(331, 331, 3)",3.859369,454983757
MNASNet0.5,"(448, 448, 3)",5.99750105,786031581
MNASNet0.5,"(480, 480, 3)",6.61143693,901746685
MNASNet0.5,"(568, 568, 3)",8.74323179,1281913549
MNASNet0.5,"(600, 600, 3)",9.50319607,1428718701
MNASNet0.5,"(800, 800, 3)",15.76170356,2497817085
MNASNet0.5,"(896, 896, 3)",19.60109104,3132255069
MNASNet0.5,"(1024, 1024, 3)",24.75937114,4089897309
MNASNet0.5,"(1200, 1200, 3)",34.11967503,5664598813
MNASNet0.5,"(1600, 1600, 3)",60.21053088,9979397085
MNASNet0.75,"(32, 32, 3)",1.50318165,15589133
MNASNet0.75,"(56, 56, 3)",1.61479197,38064845
MNASNet0.75,"(64, 64, 3)",1.61750887,41238845
MNASNet0.75,"(75, 75, 3)",1.76983177,66821957
MNASNet0.75,"(112, 112, 3)",1.99105605,122514533
MNASNet0.75,"(128, 128, 3)",2.11579467,143837693
MNASNet0.75,"(150, 150, 3)",2.39168381,211925597
MNASNet0.75,"(224, 224, 3)",3.52479136,425984525
MNASNet0.75,"(240, 240, 3)",3.78782956,510165221
MNASNet0.75,"(256, 256, 3)",4.07792157,554233085
MNASNet0.75,"(299, 299, 3)",4.9153055,800667797
MNASNet0.75,"(320, 320, 3)",5.59710824,862029629
MNASNet0.75,"(331, 331, 3)",5.62427454,973902149
MNASNet0.75,"(448, 448, 3)",9.00261516,1682820413
MNASNet0.75,"(480, 480, 3)",9.9637851,1930767629
MNASNet0.75,"(568, 568, 3)",13.39159976,2746949325
MNASNet0.75,"(600, 600, 3)",14.51478173,3061602973
MNASNet0.75,"(800, 800, 3)",24.35747845,5350729229
MNASNet0.75,"(896, 896, 3)",30.44822109,6710163965
MNASNet0.75,"(1024, 1024, 3)",38.54201698,8762140925
MNASNet0.75,"(1200, 1200, 3)",52.83962555,12138447461
MNASNet0.75,"(1600, 1600, 3)",93.26575313,21381799229
Inception-v1,"(224, 224, 3)",7.26850826,3022626453
Inception-v1,"(240, 240, 3)",7.4831517,3510035591
Inception-v1,"(256, 256, 3)",7.62438574,3949549623
Inception-v1,"(299, 299, 3)",9.85546547,5585275087
Inception-v1,"(320, 320, 3)",10.22003034,6184299711
Inception-v1,"(331, 331, 3)",10.77486945,6831507061
Inception-v1,"(448, 448, 3)",14.91578826,12177414879
Inception-v1,"(480, 480, 3)",16.15329189,13993113461
Inception-v1,"(568, 568, 3)",22.84625367,19885302591
Inception-v1,"(600, 600, 3)",24.16981008,22191154565
Inception-v1,"(800, 800, 3)",39.27288081,39133334661
Inception-v1,"(896, 896, 3)",45.90352358,49151275383
Inception-v1,"(1024, 1024, 3)",55.74415523,64286080503
Xception,"(32, 32, 3)",8.87296594,226336347
Xception,"(56, 56, 3)",9.27428875,722219211
Xception,"(64, 64, 3)",9.32411882,777110043
Xception,"(75, 75, 3)",9.57626755,1173266907
Xception,"(112, 112, 3)",11.1366788,2348166507
Xception,"(128, 128, 3)",11.43139635,3004571931
Xception,"(150, 150, 3)",12.83068399,3902491179
Xception,"(224, 224, 3)",18.35683534,9160551003
Xception,"(240, 240, 3)",19.0701716,10600084587
Xception,"(256, 256, 3)",19.78911076,11963153691
Xception,"(299, 299, 3)",26.7719117,16777023579
Xception,"(320, 320, 3)",30.00705793,18694273563
Xception,"(331, 331, 3)",33.07957681,20507351003
Xception,"(448, 448, 3)",49.51229132,36660171291
Xception,"(480, 480, 3)",54.27300302,42089907803
Xception,"(568, 568, 3)",74.51554867,60081662155
Xception,"(600, 600, 3)",80.43095514,66981718411
Xception,"(800, 800, 3)",132.73754793,117029038683
Xception,"(896, 896, 3)",165.53980244,146829222171
Xception,"(1024, 1024, 3)",211.1178578,191817067803
InceptionResNetV2,"(75, 75, 3)",32.12690017,982770237
InceptionResNetV2,"(112, 112, 3)",33.26918984,2474721021
InceptionResNetV2,"(128, 128, 3)",34.56065541,3367197629
InceptionResNetV2,"(150, 150, 3)",35.34224663,4851524989
InceptionResNetV2,"(224, 224, 3)",41.06536597,13071050429
InceptionResNetV2,"(240, 240, 3)",45.30017419,15620596477
InceptionResNetV2,"(256, 256, 3)",47.8789988,17755022269
InceptionResNetV2,"(299, 299, 3)",54.14228808,26466698301
InceptionResNetV2,"(320, 320, 3)",56.68020176,29296997309
InceptionResNetV2,"(331, 331, 3)",58.23060308,33005967933
InceptionResNetV2,"(448, 448, 3)",85.90714635,61077072829
InceptionResNetV2,"(480, 480, 3)",92.51240493,70833784509
InceptionResNetV2,"(568, 568, 3)",117.80261391,100083201789
InceptionResNetV2,"(600, 600, 3)",126.04102741,112479334653
InceptionResNetV2,"(800, 800, 3)",184.86845065,208258142909
InceptionResNetV2,"(896, 896, 3)",224.3611174,263616654269
InceptionResNetV2,"(1024, 1024, 3)",287.30580202,347573482429
DenseNet-121,"(32, 32, 3)",8.4186084,133742395
DenseNet-121,"(56, 56, 3)",8.60455278,341939771
DenseNet-121,"(64, 64, 3)",8.69641754,480813883
DenseNet-121,"(75, 75, 3)",8.82173876,600713083
DenseNet-121,"(112, 112, 3)",9.22789474,1421406011
DenseNet-121,"(128, 128, 3)",9.63627171,1869099835
DenseNet-121,"(150, 150, 3)",10.42374374,2535962555
DenseNet-121,"(224, 224, 3)",13.25326951,5686886203
DenseNet-121,"(240, 240, 3)",13.82985872,6494736187
DenseNet-121,"(256, 256, 3)",14.2067143,7422243643
DenseNet-121,"(299, 299, 3)",17.68379869,9895888763
DenseNet-121,"(320, 320, 3)",19.2335179,11587101499
DenseNet-121,"(331, 331, 3)",20.0978847,12149294971
DenseNet-121,"(448, 448, 3)",30.30210401,22693389115
DenseNet-121,"(480, 480, 3)",32.76172866,26048413499
DenseNet-121,"(568, 568, 3)",44.44802421,36122170939
DenseNet-121,"(600, 600, 3)",47.8344755,40325173819
DenseNet-121,"(800, 800, 3)",81.30270697,72324611899
DenseNet-121,"(896, 896, 3)",98.89486729,90719400763
DenseNet-121,"(1024, 1024, 3)",123.89005316,118485119803
DenseNet-201,"(32, 32, 3)",19.66484667,219121067
DenseNet-201,"(56, 56, 3)",19.71897588,489741483
DenseNet-201,"(64, 64, 3)",20.02977554,744523307
DenseNet-201,"(75, 75, 3)",20.158608,864422507
DenseNet-201,"(112, 112, 3)",20.9311605,2144633259
DenseNet-201,"(128, 128, 3)",21.14125874,2846132267
DenseNet-201,"(150, 150, 3)",22.16976064,3725233323
DenseNet-201,"(224, 224, 3)",26.64805016,8625556907
DenseNet-201,"(240, 240, 3)",27.76713475,9795460523
DenseNet-201,"(256, 256, 3)",27.81214136,11252568107
DenseNet-201,"(299, 299, 3)",33.43958031,14736754155
DenseNet-201,"(320, 320, 3)",35.97540569,17557394987
DenseNet-201,"(331, 331, 3)",36.81321258,18119588459
DenseNet-201,"(448, 448, 3)",51.66578978,34370266667
DenseNet-201,"(480, 480, 3)",55.38774987,39449154987
DenseNet-201,"(568, 568, 3)",72.81459907,54188739755
DenseNet-201,"(600, 600, 3)",79.05844247,60522206507
DenseNet-201,"(800, 800, 3)",133.44534636,109502786987
DenseNet-201,"(896, 896, 3)",160.12712169,137349105707
DenseNet-201,"(1024, 1024, 3)",196.28532686,179381284907
DenseNet-161,"(56, 56, 3)",22.79075209,939718788
DenseNet-161,"(128, 128, 3)",24.18212913,5214356949
DenseNet-161,"(150, 150, 3)",26.40529642,6903553173
DenseNet-161,"(224, 224, 3)",34.45741527,15768832980
DenseNet-161,"(240, 240, 3)",35.26503913,17919239124
DenseNet-161,"(256, 256, 3)",38.23421844,20566322085
DenseNet-161,"(299, 299, 3)",46.34857831,27118904340
DenseNet-161,"(320, 320, 3)",50.19862148,32080295937
DenseNet-161,"(331, 331, 3)",52.80773442,33317385825
DenseNet-161,"(448, 448, 3)",76.95840522,62784226209
DenseNet-161,"(480, 480, 3)",83.75349949,72059371812
DenseNet-161,"(568, 568, 3)",111.68061292,99294747492
DenseNet-161,"(600, 600, 3)",126.31840313,110879091105
DenseNet-161,"(800, 800, 3)",204.73245896,199992414612
DenseNet-161,"(896, 896, 3)",251.22320812,250845799125
DenseNet-161,"(1024, 1024, 3)",312.92377882,327605624805
DenseNet-169,"(32, 32, 3)",14.34779768,168832587
DenseNet-169,"(56, 56, 3)",14.50549197,394560843
DenseNet-169,"(64, 64, 3)",14.61443602,580198347
DenseNet-169,"(75, 75, 3)",14.79423487,700097547
DenseNet-169,"(112, 112, 3)",15.17513434,1673527883
DenseNet-169,"(128, 128, 3)",15.68381593,2225661387
DenseNet-169,"(150, 150, 3)",16.72644162,2952129099
DenseNet-169,"(224, 224, 3)",19.98029416,6750684747
DenseNet-169,"(240, 240, 3)",20.61338182,7660213835
DenseNet-169,"(256, 256, 3)",20.99218622,8807513547
DenseNet-169,"(299, 299, 3)",25.14143135,11645492875
DenseNet-169,"(320, 320, 3)",26.88886366,13743902667
DenseNet-169,"(331, 331, 3)",27.92222945,14306096139
DenseNet-169,"(448, 448, 3)",39.48266194,26907606987
DenseNet-169,"(480, 480, 3)",42.35137489,30884142667
DenseNet-169,"(568, 568, 3)",55.71431533,42571437387
DenseNet-169,"(600, 600, 3)",60.68058465,47538564811
DenseNet-169,"(800, 800, 3)",101.77743805,85732910667
DenseNet-169,"(896, 896, 3)",122.11001079,107535295947
DenseNet-169,"(1024, 1024, 3)",150.84013267,140444556747
DenseNet-264,"(32, 32, 3)",32.78087745,357874456
DenseNet-264,"(56, 56, 3)",33.16498072,686494232
DenseNet-264,"(128, 128, 3)",34.6795734,3959155561
DenseNet-264,"(150, 150, 3)",36.17626901,5035454441
