#Task,Vehicle,Fog,Cloud
Large,121593.48864887,119422.176351566,57959.5629226239
Big,1747.57297195712,1716.36631180671,833.009783300681
Medium,322.338495576171,316.582451047965,153.648016246127
Slight,50.336545734699,49.4376788053653,23.9937534642218
Small,0.190015300667073,0.186622230977042,0.09057397647176
